catalog_id,smiles,vendor,natural_product_like
m_280530____18818558____18862138____18870664,CN(CCC1CCOCC1)S(=O)(=O)C1=CN=CC=C1N1CCS(=O)(=O)CC1,Enamine_REAL,false
m_275592____15865554____18932720____14133492,CN1C(=O)CC[C@@H]1C(=O)N1C[C@H]2CCN(C(=O)C3CC4(C3)CC3(CC3)C4)C[C@H]2C1,Enamine_REAL,true
m_274552____14900056____15964058____25059744,CC(CCC(=O)N1CC2(C)CC1(C(=O)NCC[C@H]1C[C@@H]1C1CC1)C2)CN(C)C,Enamine_REAL,true
m_274552____23522610____24968144____15979170,CC(C(=O)N1CC[C@H]2CCC[C@H]21)N(C)C(=O)C=CC1CC1,Enamine_REAL,true
m_275592____18896730____14138958____25324324,CC1=CC(=O)C(C(=O)NCCCC2CN(C(=O)C3=CC(C)C3)CCO2)=CN1C,Enamine_REAL,false
m_280710____31585160____31681120____31801838,CCC[C@@H](O)C(=O)N1C[C@H](F)C[C@@H]1C(=O)N1C[C@H](CO)CC[C@@H]1C,Enamine_REAL,true
m_279130____28137098____28153804____28195560,O=C(CC1CC2(CCOCC2)CO1)NCCCOCCC1=CN(C2=NC=C(F)C=N2)N=N1,Enamine_REAL,false
m_276450____27870300____27785954____18705714,COC[C@H](CNC(=O)C1CC2(CCC2=O)C1)NC1=NC=C2CCCCC2=N1,Enamine_REAL,false
s_277990____29458994____15237860,CCC1CCCC(OC(=O)NCC2=CC=C3CCCNC3=N2)C1,Enamine_REAL,true
m_282156____27553308____27576706____27567720,CCCN1C=CC(CN(CCOCC(F)(F)F)C(=O)NC2=CC=C(SC)N=C2)=N1,Enamine_REAL,false
m_280710____43737016____31707642____31725956,CC1=NOC(C(C)NC(=O)[C@H]2CC[C@@H](NC(=O)COCC3(C)CC3)CC2)=C1,Enamine_REAL,false
s_2708____39083046____26983174,COC1=CC=C(CNC(=O)NC2COC3=CC=CN=C32)C2=CC=CC=C12,Enamine_REAL,false
m_279130____28136966____28161800____28194538,COC(=O)[C@H]1C[C@H]1CN1C=C(C2(N(C)C)CCN(C(=O)C(C)(C)CC3CCOC3)CC2)N=N1,Enamine_REAL,false
m_280710____31609684____31665112____31744674,C[C@H]1CN(C(=O)C2(C(=O)N3CCCC(C#N)C3)CC2)CCN1C,Enamine_REAL,false
s_240690____7368462____7635148,CCC1(C(=O)NC(C2=CC=CC=C2)C(C)(C)C(=O)OC)CCNC1,Enamine_REAL,true
s_207____8929858____29652338,CC=CCC(CO)NCC1=CC(OCC)=CC(Br)=C1,Enamine_REAL,false
m_275592____15865278____18992804____21843680,CCCC1=C(C(=O)N2CC(F)(CNC(=O)C3=NOC(CCO)=C3)C2)N=NN1C,Enamine_REAL,false
m_269862____15425360____17606624,CC1=CC=C(Br)C2=C1CCC2NCC12CC=CC(C1)OC2,Enamine_REAL,true
m_275592____15865508____14141928____15858748,CCCC(CCC)CC(=O)N1CCOC2(C1)CN(C(=O)C1(CC(C)C)CCC1)C2,Enamine_REAL,true
m_280710____31644506____31665362____44213054,CC(C)(C(=O)NC12CC(Cl)(C1)C2)[C@@H]1C[C@H]1C(=O)N1C[C@H]2C[C@@H]1CS2=O,Enamine_REAL,false
m_274552____23414912____24984038____25038708,CCC(=O)N[C@H]1CCN(C(=O)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(C)C)C2)C1,Enamine_REAL,false
m_275592____18896544____13186934____21986906,O=C(CCC1CCCC1)N[C@H]1CCCCC[C@@H]1NC(=O)CN1CCCC1CO,Enamine_REAL,false
s_2718____18057052____29073906,CCN(C)CCC1CCN(C(=O)C(=O)NC2=CN=C3CCC(OC)CN23)CC1,Enamine_REAL,false
m_22____25074030____12054054,COC(C(=O)NC1CC2(CCC(NC(=O)OC(C)(C)C)CC2)C1)C1CCCC1,Enamine_REAL,true
m_274090____28742472____28726328,C1=C(C2(C3CC3)CC2)N=NN1CC12COCC(C3CC3)(C1)C2,Enamine_REAL,true
s_27____25557018____134772,COC1=CC=C(CN(C2=C([N+](=O)[O-])N3C=CC=CC3=N2)C(C)C)C=C1OC,Enamine_REAL,false
m_274552____23522504____24985672____13454034,CC(C(=O)NC(C(=O)NC1(CC(N)=O)CC1)C1CC1)N1C=CC=N1,Enamine_REAL,false
s_196680____23228692____21217788,CO[C@H]1C[C@H](O)[C@H]1NS(=O)(=O)C1=C(C)NC(C(=O)O)=C1,Enamine_REAL,true
m_280710____31651288____31665366____31730396,CN(C)[C@H](CC(=O)N1CC(C2=CN=CO2)C1)C(=O)NCC1OCCCC1(C)C,Enamine_REAL,false
s_2230____22403998____61333014,CC1=CC=CC=C1C(C(C)NCCC1=CC=NC=C1F)N(C)C,Enamine_REAL,false
m_274552____18630718____15957836____25023018,CC1=CC=CC(/C=C/C(=O)NC(C)CCC(=O)N2CCC(C)(C)CC2)=C1,Enamine_REAL,false
m_282151____25196968____25206076____25235654,CCSCCCN(CC1=NOC2=CC=CC=C21)C(=O)CN1N=CN=C1N,Enamine_REAL,false
m_274552____23519634____46221054____15978936,CN(C(=O)C12CCN(C(=O)C3(C)CCOCC3)CCC1C2)C1(CF)CC1,Enamine_REAL,false
s_487____10968174____25374492,CC1=CC=C(Br)C(CNC(=O)C2=C(O)C3=CC=CC(Cl)=C3N=C2)=C1,Enamine_REAL,false
m_270166____22841248____58035104,CO[C@H](CN)CNC1=NC=CN2N=C(C3=CC=CC=C3)C=C12,Enamine_REAL,false
m_281630____25327736____21623150____20614580,CN1N=NN=C1C1(NCC2(CO)CCC(C)(C)CC2)CCC2CCC(C1)N2CC1=CC=CC=C1,Enamine_REAL,false
m_274552____23522526____15961540____25042068,COC(C(=O)NC1CCC(C(=O)N2CC(C3=NNC(C)=N3)C2)CC1)C(C)(C)C,Enamine_REAL,false
m_1458____15083444____27480510,O=C(OCCC(F)F)C1CCOCC12CCCC2,Enamine_REAL,true
m_282151____27641870____25202678____27582872,CC1=CC=C(F)C(CN(C[C@@]2(O)C[C@H]3CC[C@@H]2C3)C(=O)C2(C)CC2(C)C)=C1F,Enamine_REAL,true
m_280710____31585158____31698084____31723924,CCC#CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1CC[C@H]1OC(C)=O,Enamine_REAL,true
m_277130____15460784____22541382____14751406,CCC(CN1C(=O)CCN(CCC(C)(C)NC(=O)OC(C)(C)C)C1=O)C1=CC=CC=C1,Enamine_REAL,false
m_274552____23519300____15965906____25040928,CC1CC2(CCCC2)CN1C(=O)[C@@H]1[C@H]2C[C@H]2CN1C(=O)CSCC(F)F,Enamine_REAL,false
m_274552____23521766____13185532____25024518,CCC1CCN(C(=O)C2=CN=C(CNC(=O)C3=CNC(=O)C(C)=C3)N=C2)C1,Enamine_REAL,false
m_274552____46605008____24983834____25042442,O=C(COCCCNC(=O)C12CC(CO)(C1)C2)N[C@H]1C[C@H](O)[C@H]1O,Enamine_REAL,false
m_274552____23519350____24998258____13453972,COCCC=CCNC(=O)C(OC)C1CN(C(=O)C2=CC=CN2)C1,Enamine_REAL,true
s_1626____22081556____22128020,CCC(COC)C(=O)N[C@@H](C)C1=CC=CC=C1OC(C)C,Enamine_REAL,false
m_271302____26264526____25568718,CC1=CC=C(CNCC23CNC(CF)(C2)C3)C(C)=C1Br,Enamine_REAL,false
m_274552____23522696____15972766____13454344,C#CCNC(=O)CC(=O)N1CC2(CC2)C[C@H]1C(=O)N1CC(C2=NOC(C)C2)C1,Enamine_REAL,false
m_275592____14114662____25316476____19055000,CN(C)C1=CN=C(C(=O)N2CC[C@@H](NC(=O)CCC3=CC(Cl)=NO3)C2)N=C1,Enamine_REAL,false
m_275592____14114960____21831638____15860264,C=C=CCCC(=O)NC1(C)CCN(C(=O)CC2CCCC(C)(C)O2)C1,Enamine_REAL,true
m_276010____17282606____24772036____24750674,COC(=O)C1=CC=C(F)C=C1C1=CN(C[C@@H]2CCCN2C(=O)C(CC2CCC2)OC)N=N1,Enamine_REAL,false
s_44____30365600____4975016,O=C1C(N[C@H]2CCO[C@H](C3=CC=CC=C3)C2)CCCN1C1=CC(F)=CC=C1,Enamine_REAL,false
m_275592____14114554____15843620____14130582,CN(C)C(=O)C(=O)NC1CCN(C(=O)C2CCC3=C(C2)N=NN3)CC(C)(C)C1,Enamine_REAL,false
m_274552____46605046____25000818____13454102,CC(CC(=O)NC1=CC=C(N(C)C)N=C1)N(C)C(=O)CC(F)(F)F,Enamine_REAL,false
m_274860____24686134____20816118____16349354,CC(=O)C1=CC=CC=C1C1=CN([C@@H](C)C(=O)NC(C)C(=O)N2CCCCC2)N=N1,Enamine_REAL,false
m_282151____29921460____25200758____25272670,CCCC(CN(CC1CC(C)(C)O1)C(=O)/C=C/C(F)F)OC,Enamine_REAL,true
m_282490____23942848____23975022____29335018,CCN(CC)C(=O)C1CCN(C(C(=O)NCCCO)C2=NOC(C3=CC=CO3)=C2)CC1,Enamine_REAL,false
s_487____1291352____28910226,CC1=CN2N=C(C(=O)NCC(C)CO)C=C(N)C2=N1,Enamine_REAL,false
m_282155____29610128____26931096____26903238,COC1=CC(C)=C(CN(CCC2C[C@@H](C)O[C@@H](C)C2)CC2=NN(CC(F)(F)F)N=C2)C=N1,Enamine_REAL,false
s_240690____21477476____7417066,CCC(C)(N)CNC(=O)C1=CC=C2N=CSC2=C1,Enamine_REAL,false
m_275592____18896276____14141744____14132180,COC1CCCC(CC(=O)NC2(CCNC(=O)C3=CN(C(C)(C)C)N=C3)CC2)C1,Enamine_REAL,false
s_11____148258____34835014,C=C(C)C(F)(F)C(=O)N(CCC(N)=O)C1=CC=CC=C1,Enamine_REAL,false
s_1458____38283016____26096768,COC1=CC=CC2=C1CCC(OC(=O)C1=NC3=CC(Cl)=C(F)C=C3C(C)=C1)C2=O,Enamine_REAL,false
m_280710____43765016____31721632____44203132,CCC/C=C/C(=O)N(C)[C@H]1C[C@H](C(=O)NCC(=O)C2=CSC=N2)C1,Enamine_REAL,false
m_274552____18757970____24965782____13454052,CN(C)C1=NC=C(NC(=O)CNC(=O)C2=CNN=C2)C=N1,Enamine_REAL,false
m_240690____12229568____31151332,N[C@H](CC1=CC=NS1)C(=O)NC1CCNC12CCC2,Enamine_REAL,true
m_274860____15234928____15230050____17179572,CC(C)(C1=CN(CC2CN(C(=O)C3=C(C(F)(F)F)C=NN3)C2)N=N1)N1C=CC=C1,Enamine_REAL,false
m_1458____25972694____26089604,O=C(CCC1=C(Cl)SC(Cl)=C1)OCC1CCCC(F)(F)C(=O)N1,Enamine_REAL,false
m_271302____53827054____40311024,CNCCNCC(OC)C(=O)NC,Enamine_REAL,true
s_271949____18714304____12547788,CCC(CC)(CNC(=O)C(=O)N1CC(=O)OC[C@@H]1C1=CC=CC=C1)C(F)(F)F,Enamine_REAL,false
m_22____29638226____19891160,COC(=O)C1=CN=C2OCCC(NC(=O)CC(C)(O)CNC(=O)OC(C)(C)C)C2=C1,Enamine_REAL,false
s_2708____23821098____16794050,CC(=O)N1CCN(C2=CC=C(CNC(=O)N3CCC4(CCN(C)CC4)C3)C=C2)CC1,Enamine_REAL,false
m_188690____12155418____15611982,O=C(NC(C(=O)O)C1CCCCC1)C1CCOC2(CCCCC2)C1,Enamine_REAL,true
s_2624____27220006____30386776,CC1=CN(C2=CC=CC=C2OCC2(C)COCOC2)N=C1,Enamine_REAL,false
m_282155____26930704____26901438____26905506,CO[C@H](CO)CN(CC1=NNC(C2CC2)=C1)CC1=C(C)C(C)=CC(C)=C1C,Enamine_REAL,false
m_275592____25036760____15844068____21838592,CC=CCC(=O)N1CCCC[C@@H]1C(=O)N1CCN(C(=O)C(CC(C)C)C(C)C)CC1,Enamine_REAL,false
m_282155____26917204____26900618____26432442,CCCN1C=C(CN(CCC2CC(C)(C)C2)CC2=C(OC)N(C)N=C2C)C=N1,Enamine_REAL,false
m_280710____31590350____44053012____31737114,CC(C)CNC(=O)NNC(=O)CCOCCC(=O)NC1CN(C(C)C)CC1C,Enamine_REAL,false
m_275592____14114494____21832418____15855816,CCC1=C(C)C=CC=C1C(=O)NC[C@H]1C[C@@H](NC(=O)CC2=CNC=C2)C1,Enamine_REAL,false
m_274552____23520358____15961010____25037544,COC(CNC(=O)CC12CCCC1C2)CC(=O)NCC12CC(CCO1)C2,Enamine_REAL,true
s_2430____5825204____26861468,CC1=CC=C(NNC(=O)NC2=CC=CC(Cl)=C2S(C)(=O)=O)N=C1,Enamine_REAL,false
m_280710____31585352____31712518____31729188,C=C/C=C/CC(=O)NC(COC)C(=O)N(C)CC1(C)CC1,Enamine_REAL,true
m_279130____28137338____28160800____28195014,CC1=CC=C(N)C=C1N1C=C(CCC2CCN(C(=O)C3=CC4=C(N3)SC=C4)CC2)N=N1,Enamine_REAL,false
m_281630____20779838____21621098____60449016,OCCCCN1N=NN=C1C(NC1CC=CC1)C1=CC=C(F)C(Cl)=C1F,Enamine_REAL,false
s_2718____62875084____29073498,CNS(=O)(=O)C1=CC(C)=C(C)C(NC(=O)C(=O)N[C@H]2C[C@@H](NC(C)=O)C2)=C1,Enamine_REAL,false
m_274552____23522746____15958082____15986432,CC[C@H](CCC(=O)NC1CCC(F)CC1)NC(=O)CC1=CC=CO1,Enamine_REAL,false
m_275592____14114712____23208172____14131484,CCC(=O)N1CCC(C(=O)N2CC3CCC(C2)N3C(=O)[C@H]2CCCC[C@@H]2O)C1,Enamine_REAL,false
m_275592____18896218____21830388____15858752,C=CCC(CNC(=O)C1=CC=C(F)O1)NC(=O)[C@H]1C[C@@H](SC)C1,Enamine_REAL,false
m_282151____25158152____25189906____27624392,CC(CN(CC12CC(CCO1)C2)C(=O)C1(C)CCC(=O)NC1)C1CCOCC1,Enamine_REAL,true
s_2708____28470546____25520290,CC1=C2CCC(NC(=O)N(C)C3CC(C(C)(C)O)C3)C2=CC=C1F,Enamine_REAL,false
m_275592____14114452____25316520____13186260,O=C(CC1CCCC1)NCC1CN(C(=O)C[C@@H]2C[C@H]3C=C[C@@H]2C3)CCCO1,Enamine_REAL,false
m_270084____30011766____23786286,COC(=O)C1(CCS(=O)(=O)N[C@H]2CCC[C@@H]2N)CCC1,Enamine_REAL,true
m_282151____25161742____28037230____25236208,COC1=CC(CN(CC2CC(C)CO2)C(=O)C2=CC(C)=NO2)=CC(C#N)=C1,Enamine_REAL,false
m_280710____31661932____31665128____31743950,CCCN(CCC#N)C(=O)COCC(=O)N1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Enamine_REAL,false
m_275592____25034356____15842446____13186388,COC1(C(=O)N2CCO[C@H](CNC(=O)C3COCCO3)C2)CCCC1,Enamine_REAL,false
s_2708____28470460____9457578,COCCN(C(=O)NCC1=C(Br)SC=N1)C1CCCSC1,Enamine_REAL,false
m_11____28769332____14916730,CN1CC(C(=O)N2CCC[C@]23C[C@H](O)C3)C(C(F)(F)F)C1,Enamine_REAL,true
m_274552____23521414____15973044____15983336,CCCC(CNC(=O)C1=CON=C1CC)C(=O)NCC1(OC)CC1,Enamine_REAL,false
m_274552____19635170____15964320____15981422,C#CCCN(C)C(=O)C1(NC(=O)C2=NC(NC)=CC=C2)CC1,Enamine_REAL,false
m_276450____18783472____14202338____28201296,CCCC1=NC2=NC=NN2C(N2CCOCC(NC(=O)CC3=CC=C(F)C=C3Cl)C2)=C1,Enamine_REAL,false
m_282151____25175222____31844278____25269994,C=CC1(CN(CC2=CN(C)C(C)=N2)C(=O)C2=NSC=C2C)CCC1,Enamine_REAL,false
s_38____30225200____27481572,C#CC1=CC=C(NCC(=O)NC2=CC=C(OC)C=C2C(F)(F)F)C(CO)=C1,Enamine_REAL,false
m_279130____28122322____28139436____28194624,COC[C@@H](O)CN1C=C(C2=CC=C(CCCC(=O)N3CC(=O)N(C)C(C)C3)C=C2)N=N1,Enamine_REAL,false
m_280710____43789014____31689294____31727076,C[C@H]1CC[C@@H](C(=O)NCC2CC3(CCC3)C2)N1C(=O)C1CCC(F)(F)C1,Enamine_REAL,true
m_188690____19646592____15613082,O=C(O)[C@H]1C[C@@H]2C[C@H](NC(=O)C34COC(C3)C4)[C@@H]2C1,Enamine_REAL,true
m_274552____23522656____15962770____15984778,CCC1CCCC(CNC(=O)CN(C)C(=O)CCC2=CSC=N2)C1,Enamine_REAL,false
s_1458____25971098____11757022,CC1(C)CC2=C(C(=O)OCC3=CC4=NON=C4C=C3)N=NN2C1,Enamine_REAL,false
m_282155____28046286____26899036____26932144,CC1=C(S(C)(=O)=O)C=C(CN(CC2=C(Br)C=NN2)CC2(F)CC2(C)C)O1,Enamine_REAL,false
m_276010____17282400____24760130____24752114,CC(C)N1C=C([C@H]2CN(C(=O)C3=CC(CC(F)(F)F)=CC=C3)CCO2)N=N1,Enamine_REAL,false
m_282151____25221628____25159506____25258298,CCC1CC(C(=O)N(CC2=CC=C(F)C=C2C)CC2C=CCOC2)C1,Enamine_REAL,false
m_275592____22413782____14137494____14131130,CC1=NC(C(=O)N2C[C@H](O)C[C@@H]2CNC(=O)C23CCCN(CC2)C3)=C(C)O1,Enamine_REAL,false
s_22____1319168____24596184,C#CCN(CC)C(=O)C1=CC(N2CCC(=O)NC2=O)=CC=C1F,Enamine_REAL,false
m_279130____28574808____28190864____28195240,O=C(CC1=CC=C(Cl)C=C1F)N1CCCC(O)(C2=CN(C3=CC=NC(Cl)=C3)N=N2)CC1,Enamine_REAL,false
m_276450____18955202____27782568____28201146,O=C(NCCC1CC(NC2=NC3=NC=CN=C3S2)C1)C1CC(=C2CC2)C1,Enamine_REAL,false
m_280710____31644722____31665122____31801026,C=C(CC(=O)NCC1(C(C)(F)F)CC1)C(=O)NC(C)CC(C)C(F)F,Enamine_REAL,false
m_276450____18709030____14203132____18708886,CC1=CC(C)=C(OCC(=O)NC2CC(NC3=NC(C4CC4)=NC4=C3C=CN4)C2)C(C)=C1,Enamine_REAL,false
m_275592____21824178____15841306____14132600,C=C[C@H]1CN(C(=O)C2COCCN2CC)C[C@H]1NC(=O)C1=CC(=O)NC(=O)N1,Enamine_REAL,false
m_280710____43765014____31721648____31743210,CCCCCCC(=O)N1CC(C)(OCC(=O)NCC2(C)COC2)C1,Enamine_REAL,false
m_280710____31654604____18962170____31739026,CN(C)[C@@H]1CN(C(=O)[C@]2(C)C[C@@H](C(=O)NC3(C4CC4)CC3)C2)C[C@H]1O,Enamine_REAL,true
s_22____19116134____28640302,COC(=O)C(C)(C)C(C)(C)NC(=O)[C@H]1CCC2=CC=CC=C2N1C(=O)OC(C)(C)C,Enamine_REAL,false
m_282151____25185224____25159628____28902592,CC1=CC=CC(C)=C1CN(CC1OCC2=CC=CC=C21)C(=O)[C@@H]1NC(=O)O[C@H]1C,Enamine_REAL,true
m_280710____31585144____31667102____44263134,C=COCCONC(=O)[C@H](NC(=O)[C@H]1CC2CCC1CC2)C(C)(C)C,Enamine_REAL,true
m_275592____25036840____15842472____13186572,CCCC=CC(=O)N1CCN(C(=O)CC2=CC=NN2)CC1CCO,Enamine_REAL,false
m_276450____14193256____27791028____28202680,N#CC1=C(S)NC(=O)C(C(=O)NCCN(CC2=CC=CC=C2)C2=C3C=C(Cl)N=CC3=NC=N2)=C1,Enamine_REAL,false
m_275592____18896464____14135636____14129760,CC1=CC=CC=C1OCC(=O)NC1(C2CCCCN2C(=O)C(C)N2CCCCC2=O)CC1,Enamine_REAL,false
s_40____27064736____23160838,CC1=NN(CCNS(=O)(=O)CCC2=C(Cl)C=CC=C2Cl)C(C)=C1C,Enamine_REAL,false
m_274552____23519920____24987314____13454394,CC(=O)N1CC(C(=O)N2CCC(C)(C)C(C(=O)N3CC4C=CCC(C4)C3)C2)C1,Enamine_REAL,false
m_282155____28449222____29918396____26432312,CC#CCN1C=C(CN(CC[C@H]2CC[C@@H]2OC)CC2=C(C)N(C)N=C2)C=N1,Enamine_REAL,false
m_281630____27040680____21623452____20772844,CCCCN1N=NN=C1C(C1=CC=C(Br)C=C1)N1CC2CC(C1)N2C(=O)OC(C)(C)C,Enamine_REAL,false
m_280710____31645198____31665078____44345172,C[C@H]1CC(=O)C[C@H](C)N1C(=O)CC(=O)N1C[C@H]2CN(C)C[C@@]2(C)C1,Enamine_REAL,true
m_275592____14114392____15843970____15860196,O=C(C1=NOC(C2CCC2)=C1)N1CC2(CCN(C(=O)C3CCCCC34CCC4)C2)C1,Enamine_REAL,false
m_280710____31606852____31665130____31806482,CC(CC1=CC=CS1)NC(=O)C(C)C(=O)N1CC(C)(N2CCC2)C1,Enamine_REAL,false
s_2740____8987654____29844096,CCOC1=C(C(=O)NS(=O)(=O)C2=CC=C3C(=C2)N(C)C(=O)N3C)SC=C1,Enamine_REAL,false
s_22____7873406____29639048,CC1=C(CNC(=O)[C@H]2C[C@@](F)(CO)C2)C=NN1C,Enamine_REAL,false
m_274552____23521558____25001482____15988868,C#CCONC(=O)CCC1(NC(=O)C[C@@H]2CCC[C@H]2O)CCCC1,Enamine_REAL,true
m_274552____23521752____24971188____25054224,CC(C)CCONC(=O)C1CN(C(=O)C[C@@H]2C[C@H]3CC[C@@H]2C3)CC12CC2,Enamine_REAL,true
m_275592____15865554____45963030____15855838,CCOC(C)(C)C(=O)N1C[C@H]2CCN(C(=O)C(O)C3(C)CC3)C[C@H]2C1,Enamine_REAL,true
s_11____18799084____9226090,CSC1(C(=O)N2CCC(C(=O)NC3=CC=CC=N3)CC2)CC1,Enamine_REAL,false
s_22____29301092____236971,CN1CCC2=CC=CC=C2C(NC(=O)C2=CC=C(C(F)(F)F)NC2=O)C1,Enamine_REAL,false
m_282151____27562176____25171006____27582808,CCC[C@@H](O)CC(=O)N(CC1=CNN=C1C)C[C@@H](O)C1=CC=CC=C1,Enamine_REAL,false
m_280710____43771026____31718006____31730888,O=C(/C=C/C1=CN=CC=N1)NC1CCCC(C(=O)NC2(C3=CSC=C3)CC2)C1,Enamine_REAL,false
m_282490____23951906____23974166____23971832,CCNC(=O)C(C1=CC(Cl)=CC=N1)N1CCC[C@H]2[C@@H]1CCN2C,Enamine_REAL,false
m_11____22167758____12213212,O=C(C1=C2C=CC=CC2=CC=C1Br)N1CCOC2(CCCCC2)C1,Enamine_REAL,false
m_274552____23521324____13184786____15981752,CN(C(=O)C1=CC=C(CNC(=O)CC2CC(=O)C2)O1)C1=CC=CC=C1,Enamine_REAL,false
m_282490____23946892____23975616____30293012,CCC1C(=O)NCCCN1C(C(=O)NCC1=CSC=C1)C1=CC=C(OCCOC)C=C1,Enamine_REAL,false
m_280710____31610046____44049006____31733648,CC(C)(CCO)NC(=O)C1=CC=CN1CC(=O)NC1(C2CCCC2)CC1,Enamine_REAL,false
m_280710____31586022____44139100____31736768,C=CC(O)CNC(=O)CC1=CC(NC(=O)/C(C)=C/C)=CC=C1,Enamine_REAL,true
m_274552____19900952____13184854____15978700,CC(C)CNC(=O)CCOCCNC(=O)C1(C(F)(F)F)CC1,Enamine_REAL,false
m_274552____23521810____24981970____15988442,COC(=O)C[C@H]1C[C@H](NC(=O)C2C=CCN2C(=O)C(C)CC2CCC2)C1,Enamine_REAL,true
m_280710____31585308____31690916____31742282,C=CCCCC(=O)NC(CO)C(=O)N1CCC2(CCCO2)CC1,Enamine_REAL,true
m_276452____27418566____27510718____27715674,CC1=CC=C(S(=O)(=O)N[C@H]2CC[C@H](CNC(=O)CCC3OCCO3)CC2)C(C)=N1,Enamine_REAL,false
m_1458____15418946____482904,C[C@H]1C[C@@]2(C(=O)OCC(=O)NCCC3=CNC4=CC=CC=C34)C[C@@H]12,Enamine_REAL,true
s_271948____16507382____14042600,CC(C)(C)OC(=O)NC1(CNC(=O)C(=O)NCC2=NC(Cl)=CC=C2Br)COC1,Enamine_REAL,false
s_11____7044920____159179,COC1=CC=CC(CCC(=O)N2CC(C)(C)C3=CC=CC=C32)=C1,Enamine_REAL,false
m_274552____23414974____13185804____46553046,CC(NC(=O)C[C@@H](C)NC(=O)[C@H](CO)N(C)C)C1=CC=CS1,Enamine_REAL,false
m_282151____25187204____25174526____25254734,CSCCCCN(C/C=C/C1=CC=CO1)C(=O)C1=C(C)N=NC(C)=C1,Enamine_REAL,false
m_274552____23522246____24998174____15979998,CC1=CCC(NC(=O)C(C)(C)CCNC(=O)CCCC2CCC2)CC1,Enamine_REAL,true
m_1626____22092140____31943328,CC1OC2(CNC(=O)C3=NSC(C4CC4)=C3)CC1C2,Enamine_REAL,false
m_280710____31585232____31673032____31744834,CNC(=O)N[C@H](C)C(=O)N(CC(=O)NC(C)COC)CC(=O)OC,Enamine_REAL,false
s_22____14597680____15065644,O=C(C1=CC2=CC(O)=CC=C2N1)N1COC[C@]2(COC[C@H]3CCCN32)C1,Enamine_REAL,false
m_275592____16589968____25317560____15862884,CCC[C@H](O)CC(=O)N1CCN(C(=O)CC2CC2(C)C)C[C@H]1C,Enamine_REAL,true
m_281630____20800980____21620712____20773116,C=CC[C@H]1CCC[C@H]1NC(C1=NN=NN1C1=CC([N+](=O)[O-])=CC=C1)C1(SC)CCC1,Enamine_REAL,false
m_274552____23522670____15956604____46455054,C=C(C(=O)NC(C)C(=O)NCC1(OC)CCC1)C1CCC1,Enamine_REAL,true
m_282155____26900674____26902244____26904344,CC1=CC=CC=C1C1(CN(CC2=NC(CO)=CC=C2)CC2=C(F)C(O)=CC=C2)CC1,Enamine_REAL,false
m_283090____29152064____28455592____28455946,CC1=CC(C(C)N2C(=O)CCC2(C(=O)NCCC2=CC=CC=C2)C2=CC=C3CCCCC3=C2)=NO1,Enamine_REAL,false
s_11____22840462____42009012,COC(=O)C1=NC=NC=C1NC(=O)CC1=CC(Cl)=CC(Cl)=C1OC,Enamine_REAL,false
m_527____13603814____8961424,CC(O)C(C)(C)CNC(=O)C1CC12CCS(=O)(=O)CC2,Enamine_REAL,false
m_275592____27363514____15840864____14130350,CC(=O)NCC(C)(C)C(=O)NC1CC2(CCCN(C(=O)CC(O)C3=CC=CC=C3)C2)C1,Enamine_REAL,false
m_275592____18896376____18928300____14133348,C#CCNC(=O)[C@H]1C[C@H]1C(=O)NC(C)(C)CNC(=O)CN1CCNC(=O)C1,Enamine_REAL,false
m_280710____43739026____44095074____44231052,CCC1(C(=O)NOCCC2=CC=CC=C2)CN(C(=O)C23CCC(CC2)CO3)C1,Enamine_REAL,true
m_280710____31651434____31665178____31724142,CC(C)C[C@@H](C)NC(=O)[C@H]1C[C@@H]1C(=O)N1CCC2=C(C1)OC=C2,Enamine_REAL,false
m_280710____31663332____31665124____31810008,[N-]=[N+]=NC1CCCN(C(=O)C2(C(=O)N3C[C@@H]4C=C[C@H]3C4)CC=CC2)C1,Enamine_REAL,true
m_282030____21931616____28988414____21970614,C=CC1CCN(C2=NC(NCC(C)NC(=O)OC(C)(C)C)=C3C=NN(CC)C3=N2)C1,Enamine_REAL,false
m_274860____24686998____17183316____12655638,CN1C[C@H]2OCCN(C(=O)CCCCCCN3C=C(C4=CC=CC=C4C4=CC=CC=C4)N=N3)[C@H]2C1,Enamine_REAL,false
m_280710____31611092____31665384____31727316,C[C@@H](NC(=O)[C@H](CC(=O)NCC1CCCCS1)N(C)C)C(N)=O,Enamine_REAL,false
m_274552____23520356____21695464____15987798,C[C@]1(C(=O)N[C@H]2CC[C@@H](O)C2)C[C@@H](NC(=O)C2CCC3(CCC3)O2)C1,Enamine_REAL,true
m_280710____43773024____31697320____44211158,C[C@]1(NC(=O)CCCNC(=O)C2CNC(=O)CO2)CCC[C@H]1CO,Enamine_REAL,true
m_282151____27652650____58195008____25237458,COC(=O)N(C)CC(=O)N(CCC1CC=CC1)C[C@@]1(O)C[C@H]2C=C[C@@H]1C2,Enamine_REAL,true
m_274552____23519612____25008868____15979618,CCOC(=O)[C@H](C)N(C)C(=O)C1CCC2(CC2)N1C(=O)CCC=C(C)C,Enamine_REAL,true
